stratum,configurations,milp_certified,milp_feasible_uncertified,ga_matches_returned_milp,milp_returned_higher,ga_returned_higher,ga_runs,ga_feasible_runs,mean_absolute_AE_difference,max_absolute_AE_difference,mean_signed_relative_difference_pct,milp_time_mean_s,milp_time_median_s,ga_time_mean_per_run_s,ga_time_mean_30_runs_s,ga_mean_AE_across_instances,ga_within_instance_std_median,ga_within_instance_std_min,ga_within_instance_std_max
B0,84,80,4,65,19,0,2520,2520,0.001274718928571428571428571429,0.02167306,0.1801502322802513936602998590,913.0267857142857142857142857,272.85,17.19154621428571428571428571,515.7463859880952380952380952,0.6774398734523809523809523810,0.01574424,0.00603691,0.03853038
