project_id,candidate_id,teacher_score,surrogate_score,absolute_error
P3,P3_T178,0.136166,0.158113,0.021947
P3,P3_T179,0.122672,0.235185,0.112513
P3,P3_T180,0.163156,0.268519,0.105363
P3,P3_T181,0.136166,0.246296,0.110130
P3,P3_T182,0.142760,0.140939,0.001821
P3,P3_T183,0.122672,0.147002,0.024330
P3,P3_T184,0.122672,0.126058,0.003386
P3,P3_T185,0.122672,0.235185,0.112513
P3,P3_T186,0.203640,0.301852,0.098212
P3,P3_T187,0.136166,0.246296,0.110130
P3,P3_T188,0.122672,0.235185,0.112513
P3,P3_T189,0.122672,0.235185,0.112513
P3,P3_T190,0.168605,0.187688,0.019083
P3,P3_T191,0.122672,0.126058,0.003386
P3,P3_T192,0.163156,0.159392,0.003764
P3,P3_T193,0.127983,0.240741,0.112758
P3,P3_T194,0.136166,0.246296,0.110130
P3,P3_T195,0.136166,0.246296,0.110130
P3,P3_T196,0.122672,0.235185,0.112513
P3,P3_T197,0.129449,0.158025,0.028576
P3,P3_T198,0.336668,0.394919,0.058251
P3,P3_T199,0.285311,0.281019,0.004292
P3,P3_T200,0.133294,0.186773,0.053479
P4,P4_T001,0.355746,0.384259,0.028513
P4,P4_T002,0.545101,0.547950,0.002849
P4,P4_T003,0.254359,0.215344,0.039015
P4,P4_T004,0.365584,0.412037,0.046453
P4,P4_T005,0.365584,0.405423,0.039839
P4,P4_T006,0.632453,0.639220,0.006767
P4,P4_T007,0.696149,0.703042,0.006893
P4,P4_T008,0.267665,0.232011,0.035654
P4,P4_T009,0.338973,0.384259,0.045286
P4,P4_T010,0.351178,0.369709,0.018531
P4,P4_T011,0.319255,0.345503,0.026248
P4,P4_T012,0.313965,0.342196,0.028231
P4,P4_T013,0.136166,0.246296,0.110130
P4,P4_T014,0.495555,0.533333,0.037778
P4,P4_T015,0.313965,0.377315,0.063350
P4,P4_T016,0.375474,0.444444,0.068970
P4,P4_T017,0.378944,0.412037,0.033093
P4,P4_T018,0.315433,0.333333,0.017900
P4,P4_T019,0.342144,0.361111,0.018967
P4,P4_T020,0.264114,0.226455,0.037659
P4,P4_T021,0.122672,0.116138,0.006534
P4,P4_T022,0.349184,0.361442,0.012258
P4,P4_T023,0.355746,0.384259,0.028513
P4,P4_T024,0.402185,0.441535,0.039350
P4,P4_T025,0.331339,0.351852,0.020513
P4,P4_T026,0.374879,0.423280,0.048401
P4,P4_T027,0.264114,0.226455,0.037659
P4,P4_T028,0.378944,0.412037,0.033093
P4,P4_T029,0.313965,0.372355,0.058390
P4,P4_T030,0.551429,0.564153,0.012724
P4,P4_T031,0.412892,0.508267,0.095375
P4,P4_T032,0.412892,0.508267,0.095375
P4,P4_T033,0.154972,0.176984,0.022012
P4,P4_T034,0.343847,0.401852,0.058005
P4,P4_T035,0.309876,0.358730,0.048854
P4,P4_T036,0.374879,0.423280,0.048401
P4,P4_T037,0.337533,0.384259,0.046726
P4,P4_T038,0.351178,0.369709,0.018531
P4,P4_T039,0.380027,0.381283,0.001256
P4,P4_T040,0.563319,0.649074,0.085755
P4,P4_T041,0.326037,0.356481,0.030444
P4,P4_T042,0.412245,0.467593,0.055348
P4,P4_T043,0.436439,0.453042,0.016603
P4,P4_T044,0.332361,0.416733,0.084372
P4,P4_T045,0.254359,0.215344,0.039015
P4,P4_T046,0.355746,0.377646,0.021900
P4,P4_T047,0.133294,0.246296,0.113002
P4,P4_T048,0.325749,0.411178,0.085429
P4,P4_T049,0.264114,0.226455,0.037659
P4,P4_T050,0.264114,0.226455,0.037659
P4,P4_T051,0.345453,0.388889,0.043436
P4,P4_T052,0.408673,0.439815,0.031142
P4,P4_T053,0.304531,0.306878,0.002347
P4,P4_T054,0.487302,0.492394,0.005092
P4,P4_T055,0.345453,0.399471,0.054018
P4,P4_T056,0.581158,0.591931,0.010773
P4,P4_T057,0.342144,0.361111,0.018967
P4,P4_T058,0.375474,0.444444,0.068970
P4,P4_T059,0.345639,0.377315,0.031676
P4,P4_T060,0.302181,0.317791,0.015610
P4,P4_T061,0.348904,0.400132,0.051228
P4,P4_T062,0.600126,0.608466,0.008340
P4,P4_T063,0.378944,0.412037,0.033093
P4,P4_T064,0.406152,0.409061,0.002909
P4,P4_T065,0.136166,0.246296,0.110130
P4,P4_T066,0.600126,0.603505,0.003379
P4,P4_T067,0.344144,0.369974,0.025830
P4,P4_T068,0.348705,0.367725,0.019020
P4,P4_T069,0.326037,0.356481,0.030444
P4,P4_T070,0.136166,0.160318,0.024152
P4,P4_T071,0.345453,0.388889,0.043436
P4,P4_T072,0.163156,0.268519,0.105363
P4,P4_T073,0.313965,0.373347,0.059382
P4,P4_T074,0.127983,0.121693,0.006290
P4,P4_T075,0.304531,0.314815,0.010284
P4,P4_T076,0.380027,0.381283,0.001256
P4,P4_T077,0.326037,0.356481,0.030444
P4,P4_T078,0.313965,0.372355,0.058390
P4,P4_T079,0.408673,0.439815,0.031142
P4,P4_T080,0.315433,0.333333,0.017900
P4,P4_T081,0.345453,0.388889,0.043436
P4,P4_T082,0.490076,0.492394,0.002318
P4,P4_T083,0.136166,0.246296,0.110130
P4,P4_T084,0.325749,0.353307,0.027558
P4,P4_T085,0.302181,0.317791,0.015610
P4,P4_T086,0.365584,0.405423,0.039839
P4,P4_T087,0.444678,0.512566,0.067888
P4,P4_T088,0.365584,0.412037,0.046453
P4,P4_T089,0.248436,0.247487,0.000949
P4,P4_T090,0.351178,0.384259,0.033081
P4,P4_T091,0.313965,0.342196,0.028231
P4,P4_T092,0.331339,0.346561,0.015222
P4,P4_T093,0.490076,0.497355,0.007279
P4,P4_T094,0.406710,0.439815,0.033105
P4,P4_T095,0.434476,0.467593,0.033117
P4,P4_T096,0.351178,0.384259,0.033081
P4,P4_T097,0.313965,0.342196,0.028231
P4,P4_T098,0.264114,0.279365,0.015251
P4,P4_T099,0.337533,0.422289,0.084756
P4,P4_T100,0.395293,0.429233,0.033940
P4,P4_T101,0.464205,0.480820,0.016615
P4,P4_T102,0.462491,0.468585,0.006094
P4,P4_T103,0.313965,0.372355,0.058390
P4,P4_T104,0.474387,0.544312,0.069925
P4,P4_T105,0.267665,0.232011,0.035654
P4,P4_T106,0.351178,0.384259,0.033081
P4,P4_T107,0.144431,0.212169,0.067738
P4,P4_T108,0.283624,0.268519,0.015105
P4,P4_T109,0.304531,0.306878,0.002347
P4,P4_T110,0.168467,0.155027,0.013440
P4,P4_T111,0.302181,0.316799,0.014618
P4,P4_T112,0.380027,0.407407,0.027380
P4,P4_T113,0.444678,0.523148,0.078470
P4,P4_T114,0.380898,0.452712,0.071814
P4,P4_T115,0.408673,0.439815,0.031142
P4,P4_T116,0.138606,0.132804,0.005802
P4,P4_T117,0.326037,0.349868,0.023831
P4,P4_T118,0.355746,0.377646,0.021900
P4,P4_T119,0.264114,0.226455,0.037659
P4,P4_T120,0.333980,0.356614,0.022634
P4,P4_T121,0.458402,0.464616,0.006214
P4,P4_T122,0.395567,0.416667,0.021100
P4,P4_T123,0.320577,0.405093,0.084516
P4,P4_T124,0.316909,0.341601,0.024692
P4,P4_T125,0.351309,0.416667,0.065358
P4,P4_T126,0.380027,0.381283,0.001256
P4,P4_T127,0.316897,0.328704,0.011807
P4,P4_T128,0.380898,0.452712,0.071814
P4,P4_T129,0.375474,0.444444,0.068970
P4,P4_T130,0.384748,0.397487,0.012739
P4,P4_T131,0.337533,0.417328,0.079795
P4,P4_T132,0.345639,0.369378,0.023739
P4,P4_T133,0.405131,0.460979,0.055848
P4,P4_T134,0.542327,0.574074,0.031747
P4,P4_T135,0.351178,0.369709,0.018531
P4,P4_T136,0.283624,0.268519,0.015105
P4,P4_T137,0.523663,0.536376,0.012713
P4,P4_T138,0.466168,0.480820,0.014652
P4,P4_T139,0.308793,0.337963,0.029170
P4,P4_T140,0.380027,0.381283,0.001256
P4,P4_T141,0.331339,0.361111,0.029772
P4,P4_T142,0.319255,0.370370,0.051115
P4,P4_T143,0.302181,0.320767,0.018586
P4,P4_T144,0.267665,0.251852,0.015813
P4,P4_T145,0.461177,0.464616,0.003439
P4,P4_T146,0.355746,0.384259,0.028513
P4,P4_T147,0.254650,0.442130,0.187480
P4,P4_T148,0.433483,0.478836,0.045353
P4,P4_T149,0.444678,0.512566,0.067888
P4,P4_T150,0.302181,0.306217,0.004036
P4,P4_T151,0.326037,0.345900,0.019863
P4,P4_T152,0.348904,0.397156,0.048252
P4,P4_T153,0.408673,0.425265,0.016592
P4,P4_T154,0.375474,0.444444,0.068970
P4,P4_T155,0.122672,0.235185,0.112513
P4,P4_T156,0.434840,0.488757,0.053917
P4,P4_T157,0.319255,0.345503,0.026248
P4,P4_T158,0.298361,0.233069,0.065292
P4,P4_T159,0.333980,0.356614,0.022634
P4,P4_T160,0.345453,0.388889,0.043436
P4,P4_T161,0.348904,0.385582,0.036678
P4,P4_T162,0.523663,0.536376,0.012713
P4,P4_T163,0.398876,0.444444,0.045568
P4,P4_T164,0.320577,0.347752,0.027175
P4,P4_T165,0.313965,0.342196,0.028231
P4,P4_T166,0.409970,0.488757,0.078787
P4,P4_T167,0.374879,0.423280,0.048401
P4,P4_T168,0.163156,0.149471,0.013685
P4,P4_T169,0.254359,0.255027,0.000668
P4,P4_T170,0.313965,0.373347,0.059382
P4,P4_T171,0.315433,0.333333,0.017900
P4,P4_T172,0.315433,0.333333,0.017900
P4,P4_T173,0.351178,0.384259,0.033081
P4,P4_T174,0.302181,0.321759,0.019578
P4,P4_T175,0.331339,0.367725,0.036386
P4,P4_T176,0.337533,0.397487,0.059954
P4,P4_T177,0.403097,0.432870,0.029773
P4,P4_T178,0.313965,0.373347,0.059382
P4,P4_T179,0.351178,0.369709,0.018531
P4,P4_T180,0.302181,0.321759,0.019578
P4,P4_T181,0.415166,0.433201,0.018035
P4,P4_T182,0.380027,0.381283,0.001256
P4,P4_T183,0.313965,0.342196,0.028231
P4,P4_T184,0.267665,0.232011,0.035654
P4,P4_T185,0.408673,0.425265,0.016592
P4,P4_T186,0.434476,0.453042,0.018566
P4,P4_T187,0.127983,0.240741,0.112758
P4,P4_T188,0.163156,0.268519,0.105363
P4,P4_T189,0.315433,0.333333,0.017900
P4,P4_T190,0.274766,0.262963,0.011803
P4,P4_T191,0.325749,0.436839,0.111090
P4,P4_T192,0.313965,0.342196,0.028231
P4,P4_T193,0.351178,0.384259,0.033081
P4,P4_T194,0.408607,0.472222,0.063615
P4,P4_T195,0.436439,0.467593,0.031154
P4,P4_T196,0.425003,0.460979,0.035976
P4,P4_T197,0.600126,0.608466,0.008340
P4,P4_T198,0.436439,0.467593,0.031154
P4,P4_T199,0.327189,0.373148,0.045959
P4,P4_T200,0.283624,0.248677,0.034947
P5,P5_T001,0.193924,0.260758,0.066834
P5,P5_T002,0.328560,0.316049,0.012511
P5,P5_T003,0.189176,0.211111,0.021935
P5,P5_T004,0.213779,0.233333,0.019554
P5,P5_T005,0.122672,0.148839,0.026167
P5,P5_T006,0.298504,0.244827,0.053677
P5,P5_T007,0.164574,0.194400,0.029826
P5,P5_T008,0.122672,0.098317,0.024355
P5,P5_T009,0.289575,0.229306,0.060269
P5,P5_T010,0.122672,0.126058,0.003386
P5,P5_T011,0.257358,0.259884,0.002526
P5,P5_T012,0.319309,0.323457,0.004148
P5,P5_T013,0.210972,0.251705,0.040733
P5,P5_T014,0.176875,0.165094,0.011781
P5,P5_T015,0.164574,0.232981,0.068407
P5,P5_T016,0.363857,0.378983,0.015126
P5,P5_T017,0.163156,0.136795,0.026361
P5,P5_T018,0.206225,0.220429,0.014204
P5,P5_T019,0.309167,0.323134,0.013967
P5,P5_T020,0.203640,0.170128,0.033512
P5,P5_T021,0.169321,0.162294,0.007027
P5,P5_T022,0.122672,0.145348,0.022676
P5,P5_T023,0.164574,0.200647,0.036073
P5,P5_T024,0.333592,0.372208,0.038616
P5,P5_T025,0.445032,0.405056,0.039976
P5,P5_T026,0.149661,0.166468,0.016807
P5,P5_T027,0.201477,0.196502,0.004975
P5,P5_T028,0.254359,0.277807,0.023448
P5,P5_T029,0.310508,0.316285,0.005777
P5,P5_T030,0.201477,0.222222,0.020745
P5,P5_T031,0.304553,0.302028,0.002525
P5,P5_T032,0.302181,0.293239,0.008942
P5,P5_T033,0.356676,0.363963,0.007287
P5,P5_T034,0.310508,0.317681,0.007173
P5,P5_T035,0.176875,0.198898,0.022023
P5,P5_T036,0.193924,0.260758,0.066834
P5,P5_T037,0.379761,0.405938,0.026177
P5,P5_T038,0.344144,0.328454,0.015690
P5,P5_T039,0.449014,0.410612,0.038402
P5,P5_T040,0.316361,0.252719,0.063642
P5,P5_T041,0.201477,0.166556,0.034921
P5,P5_T042,0.193924,0.235038,0.041114
P5,P5_T043,0.189176,0.155445,0.033731
P5,P5_T044,0.122672,0.125507,0.002835
P5,P5_T045,0.163237,0.132569,0.030668
P5,P5_T046,0.127983,0.279321,0.151338
P5,P5_T047,0.310508,0.315623,0.005115
P5,P5_T048,0.225669,0.226551,0.000882
P5,P5_T049,0.136166,0.113286,0.022880
P5,P5_T050,0.310508,0.308348,0.002160
P5,P5_T051,0.176875,0.167850,0.009025
P5,P5_T052,0.333592,0.370076,0.036484
P5,P5_T053,0.154972,0.217585,0.062613
P5,P5_T054,0.303648,0.322722,0.019074
P5,P5_T055,0.298504,0.236743,0.061761
P5,P5_T056,0.149661,0.148280,0.001381
P5,P5_T057,0.141478,0.137030,0.004448
P5,P5_T058,0.254359,0.189073,0.065286
P5,P5_T059,0.181622,0.165506,0.016116
P5,P5_T060,0.136166,0.265586,0.129420
P5,P5_T061,0.164574,0.188889,0.024315
P5,P5_T062,0.163156,0.199258,0.036102
P5,P5_T063,0.122672,0.145348,0.022676
P5,P5_T064,0.289575,0.225632,0.063943
P5,P5_T065,0.264114,0.249236,0.014878
P5,P5_T066,0.305564,0.367725,0.062161
P5,P5_T067,0.305564,0.306555,0.000991
P5,P5_T068,0.164574,0.135979,0.028595
P5,P5_T069,0.122672,0.126058,0.003386
P5,P5_T070,0.301774,0.245973,0.055801
P5,P5_T071,0.193924,0.186170,0.007754
P5,P5_T072,0.296442,0.301293,0.004851
P5,P5_T073,0.402845,0.389124,0.013721
P5,P5_T074,0.323809,0.287074,0.036735
P5,P5_T075,0.336800,0.347957,0.011157
P5,P5_T076,0.254359,0.195503,0.058856
P5,P5_T077,0.402845,0.427705,0.024860
P5,P5_T078,0.122672,0.155453,0.032781
P5,P5_T079,0.136166,0.148009,0.011843
P5,P5_T080,0.136166,0.121002,0.015164
P5,P5_T081,0.136166,0.162890,0.026724
P5,P5_T082,0.122672,0.165924,0.043252
P5,P5_T083,0.176875,0.169503,0.007372
P5,P5_T084,0.149661,0.132114,0.017547
P5,P5_T085,0.164574,0.177866,0.013292
P5,P5_T086,0.333592,0.371840,0.038248
P5,P5_T087,0.206225,0.248721,0.042496
P5,P5_T088,0.164574,0.163169,0.001405
P5,P5_T089,0.264114,0.261729,0.002385
P5,P5_T090,0.329610,0.336126,0.006516
P5,P5_T091,0.254359,0.264580,0.010221
P5,P5_T092,0.292845,0.266828,0.026017
P5,P5_T093,0.309167,0.312111,0.002944
P5,P5_T094,0.300045,0.312023,0.011978
P5,P5_T095,0.136166,0.137169,0.001003
P5,P5_T096,0.164574,0.167945,0.003371
P5,P5_T097,0.308793,0.301734,0.007059
P5,P5_T098,0.136166,0.153704,0.017538
P5,P5_T099,0.164574,0.221958,0.057384
P5,P5_T100,0.310508,0.316285,0.005777
P5,P5_T101,0.136166,0.157562,0.021396
P5,P5_T102,0.176875,0.192651,0.015776
P5,P5_T103,0.283624,0.233980,0.049644
P5,P5_T104,0.298504,0.238948,0.059556
P5,P5_T105,0.193924,0.222178,0.028254
P5,P5_T106,0.176875,0.170789,0.006086
P5,P5_T107,0.164574,0.153248,0.011326
P5,P5_T108,0.181622,0.213823,0.032201
P5,P5_T109,0.289575,0.231511,0.058064
P5,P5_T110,0.307433,0.259612,0.047821
P5,P5_T111,0.163156,0.150022,0.013134
P5,P5_T112,0.127983,0.131063,0.003080
P5,P5_T113,0.298504,0.242622,0.055882
P5,P5_T114,0.201477,0.266314,0.064837
P5,P5_T115,0.176875,0.166931,0.009944
P5,P5_T116,0.333592,0.371620,0.038028
P5,P5_T117,0.314687,0.328689,0.014002
P5,P5_T118,0.122672,0.125507,0.002835
P5,P5_T119,0.340376,0.369783,0.029407
P5,P5_T120,0.149661,0.142585,0.007076
P5,P5_T121,0.122672,0.151778,0.029106
P5,P5_T122,0.308793,0.302469,0.006324
P5,P5_T123,0.213779,0.233333,0.019554
P5,P5_T124,0.273869,0.263286,0.010583
P5,P5_T125,0.309167,0.377513,0.068346
P5,P5_T126,0.279360,0.264257,0.015103
P5,P5_T127,0.181622,0.175426,0.006196
P5,P5_T128,0.307433,0.242710,0.064723
P5,P5_T129,0.289575,0.266049,0.023526
P5,P5_T130,0.264114,0.200184,0.063930
P5,P5_T131,0.323809,0.354497,0.030688
P5,P5_T132,0.142750,0.143783,0.001033
P5,P5_T133,0.201477,0.182172,0.019305
P5,P5_T134,0.323809,0.310773,0.013036
P5,P5_T135,0.305564,0.296634,0.008930
P5,P5_T136,0.313965,0.303616,0.010349
P5,P5_T137,0.356676,0.390418,0.033742
P5,P5_T138,0.449014,0.411346,0.037668
P5,P5_T139,0.164574,0.197156,0.032582
P5,P5_T140,0.305564,0.306555,0.000991
P5,P5_T141,0.289575,0.245841,0.043734
P5,P5_T142,0.333592,0.350647,0.017055
P5,P5_T143,0.136166,0.162890,0.026724
P5,P5_T144,0.181622,0.189021,0.007399
P5,P5_T145,0.164574,0.194033,0.029459
P5,P5_T146,0.149661,0.142585,0.007076
P5,P5_T147,0.337533,0.322898,0.014635
P5,P5_T148,0.176875,0.203674,0.026799
P5,P5_T149,0.193924,0.222178,0.028254
P5,P5_T150,0.206225,0.174868,0.031357
P5,P5_T151,0.176875,0.200000,0.023125
P5,P5_T152,0.201477,0.224427,0.022950
P5,P5_T153,0.136166,0.126698,0.009468
P5,P5_T154,0.238381,0.241777,0.003396
P5,P5_T155,0.254359,0.250618,0.003741
P5,P5_T156,0.308793,0.302469,0.006324
P5,P5_T157,0.189176,0.222869,0.033693
P5,P5_T158,0.164574,0.158760,0.005814
P5,P5_T159,0.176875,0.182363,0.005488
P5,P5_T160,0.195865,0.208444,0.012579
P5,P5_T161,0.201477,0.190072,0.011405
P5,P5_T162,0.310508,0.308789,0.001719
P5,P5_T163,0.213779,0.238845,0.025066
P5,P5_T164,0.254359,0.259436,0.005077
P5,P5_T165,0.283624,0.271458,0.012166
P5,P5_T166,0.141478,0.131702,0.009776
P5,P5_T167,0.122672,0.120363,0.002309
P5,P5_T168,0.136166,0.162890,0.026724
P5,P5_T169,0.164574,0.197156,0.032582
P5,P5_T170,0.289575,0.223795,0.065780
P5,P5_T171,0.183564,0.216623,0.033059
P5,P5_T172,0.152101,0.179556,0.027455
P5,P5_T173,0.164574,0.166843,0.002269
P5,P5_T174,0.201477,0.160126,0.041351
P5,P5_T175,0.189176,0.210009,0.020833
P5,P5_T176,0.176875,0.223148,0.046273
P5,P5_T177,0.298504,0.234906,0.063598
P5,P5_T178,0.258577,0.219878,0.038699
P5,P5_T179,0.333592,0.350647,0.017055
P5,P5_T180,0.122672,0.151778,0.029106
P5,P5_T181,0.164574,0.148839,0.015735
P5,P5_T182,0.169321,0.193342,0.024021
P5,P5_T183,0.307433,0.253733,0.053700
P5,P5_T184,0.298504,0.256952,0.041552
P5,P5_T185,0.164574,0.181540,0.016966
P5,P5_T186,0.191117,0.222178,0.031061
P5,P5_T187,0.321893,0.327491,0.005598
P5,P5_T188,0.189176,0.219378,0.030202
P5,P5_T189,0.289575,0.231511,0.058064
P5,P5_T190,0.310508,0.317681,0.007173
P5,P5_T191,0.136166,0.114572,0.021594
P5,P5_T192,0.201477,0.255291,0.053814
P5,P5_T193,0.176875,0.187507,0.010632
P5,P5_T194,0.254359,0.250618,0.003741
P5,P5_T195,0.164574,0.153983,0.010591
P5,P5_T196,0.136166,0.166564,0.030398
P5,P5_T197,0.299385,0.282716,0.016669
P5,P5_T198,0.176875,0.152234,0.024641
P5,P5_T199,0.169321,0.212816,0.043495
P5,P5_T200,0.254359,0.195503,0.058856
P6,P6_T001,0.146789,0.257407,0.110618
P6,P6_T002,0.136166,0.246296,0.110130
P6,P6_T003,0.127983,0.240741,0.112758
P6,P6_T004,0.163156,0.268519,0.105363
P6,P6_T005,0.136166,0.147090,0.010924
P6,P6_T006,0.122672,0.235185,0.112513
P6,P6_T007,0.141478,0.251852,0.110374
P6,P6_T008,0.122672,0.235185,0.112513
P6,P6_T009,0.122672,0.235185,0.112513
P6,P6_T010,0.136166,0.246296,0.110130
P6,P6_T011,0.122672,0.235185,0.112513
P6,P6_T012,0.136166,0.246296,0.110130
P6,P6_T013,0.136166,0.246296,0.110130
P6,P6_T014,0.122672,0.235185,0.112513
P6,P6_T015,0.149661,0.257407,0.107746
P6,P6_T016,0.136166,0.246296,0.110130
P6,P6_T017,0.136166,0.246296,0.110130
P6,P6_T018,0.136166,0.246296,0.110130
P6,P6_T019,0.195456,0.187169,0.008287
P6,P6_T020,0.138606,0.251852,0.113246
P6,P6_T021,0.141478,0.251852,0.110374
P6,P6_T022,0.122672,0.235185,0.112513
P6,P6_T023,0.136166,0.246296,0.110130
P6,P6_T024,0.149661,0.257407,0.107746
P6,P6_T025,0.149661,0.257407,0.107746
P6,P6_T026,0.136166,0.246296,0.110130
P6,P6_T027,0.122672,0.235185,0.112513
P6,P6_T028,0.141478,0.251852,0.110374
P6,P6_T029,0.136166,0.246296,0.110130
P6,P6_T030,0.122672,0.235185,0.112513
P6,P6_T031,0.122672,0.235185,0.112513
P6,P6_T032,0.122672,0.235185,0.112513
P6,P6_T033,0.122672,0.235185,0.112513
P6,P6_T034,0.163156,0.268519,0.105363
P6,P6_T035,0.136166,0.246296,0.110130
P6,P6_T036,0.136166,0.246296,0.110130
P6,P6_T037,0.136166,0.246296,0.110130
P6,P6_T038,0.144431,0.251852,0.107421
P6,P6_T039,0.136166,0.246296,0.110130
P6,P6_T040,0.168467,0.274074,0.105607
P6,P6_T041,0.149661,0.257407,0.107746
P6,P6_T042,0.149661,0.257407,0.107746
P6,P6_T043,0.168467,0.274074,0.105607
P6,P6_T044,0.149661,0.257407,0.107746
P6,P6_T045,0.184915,0.285185,0.100270
P6,P6_T046,0.136166,0.112368,0.023798
P6,P6_T047,0.176650,0.279630,0.102980
P6,P6_T048,0.163156,0.169312,0.006156
P6,P6_T049,0.163156,0.268519,0.105363
P6,P6_T050,0.141478,0.142725,0.001247
P6,P6_T051,0.152101,0.262963,0.110862
P6,P6_T052,0.136166,0.246296,0.110130
P6,P6_T053,0.127983,0.240741,0.112758
P6,P6_T054,0.136166,0.246296,0.110130
P6,P6_T055,0.136166,0.246296,0.110130
P6,P6_T056,0.163156,0.268519,0.105363
P6,P6_T057,0.198410,0.296296,0.097886
P6,P6_T058,0.136166,0.246296,0.110130
P6,P6_T059,0.154972,0.262963,0.107991
P6,P6_T060,0.165595,0.274074,0.108479
P6,P6_T061,0.146789,0.257407,0.110618
P6,P6_T062,0.136166,0.246296,0.110130
P6,P6_T063,0.141478,0.142725,0.001247
P6,P6_T064,0.136166,0.246296,0.110130
P6,P6_T065,0.127983,0.240741,0.112758
P6,P6_T066,0.122672,0.235185,0.112513
P6,P6_T067,0.127983,0.240741,0.112758
P6,P6_T068,0.149661,0.257407,0.107746
P6,P6_T069,0.127983,0.106812,0.021171
P6,P6_T070,0.127983,0.131614,0.003631
P6,P6_T071,0.149661,0.257407,0.107746
P6,P6_T072,0.163156,0.268519,0.105363
P6,P6_T073,0.141478,0.251852,0.110374
P6,P6_T074,0.168467,0.274074,0.105607
P6,P6_T075,0.136166,0.246296,0.110130
P6,P6_T076,0.136166,0.246296,0.110130
P6,P6_T077,0.136166,0.246296,0.110130
P6,P6_T078,0.136166,0.246296,0.110130
P6,P6_T079,0.122672,0.235185,0.112513
P6,P6_T080,0.149661,0.257407,0.107746
P6,P6_T081,0.141478,0.251852,0.110374
P6,P6_T082,0.122672,0.235185,0.112513
P6,P6_T083,0.149661,0.257407,0.107746
P6,P6_T084,0.127983,0.240741,0.112758
P6,P6_T085,0.122672,0.235185,0.112513
P6,P6_T086,0.122672,0.235185,0.112513
P6,P6_T087,0.149661,0.257407,0.107746
P6,P6_T088,0.122672,0.235185,0.112513
P6,P6_T089,0.122672,0.235185,0.112513
P6,P6_T090,0.149661,0.257407,0.107746
P6,P6_T091,0.136166,0.246296,0.110130
P6,P6_T092,0.136166,0.112368,0.023798
P6,P6_T093,0.149661,0.257407,0.107746
P6,P6_T094,0.176650,0.279630,0.102980
P6,P6_T095,0.127983,0.240741,0.112758
P6,P6_T096,0.149661,0.257407,0.107746
P6,P6_T097,0.127983,0.240741,0.112758
P6,P6_T098,0.168467,0.274074,0.105607
P6,P6_T099,0.136166,0.246296,0.110130
P6,P6_T100,0.122672,0.235185,0.112513
P6,P6_T101,0.122672,0.235185,0.112513
P6,P6_T102,0.141478,0.117923,0.023555
P6,P6_T103,0.122672,0.235185,0.112513
P6,P6_T104,0.163156,0.159392,0.003764
P6,P6_T105,0.136166,0.246296,0.110130
P6,P6_T106,0.136166,0.246296,0.110130
P6,P6_T107,0.136166,0.246296,0.110130
P6,P6_T108,0.122672,0.235185,0.112513
P6,P6_T109,0.136166,0.246296,0.110130
P6,P6_T110,0.141478,0.251852,0.110374
P6,P6_T111,0.122672,0.235185,0.112513
P6,P6_T112,0.122672,0.235185,0.112513
P6,P6_T113,0.149661,0.257407,0.107746
P6,P6_T114,0.122672,0.235185,0.112513
P6,P6_T115,0.146789,0.257407,0.110618
P6,P6_T116,0.122672,0.235185,0.112513
P6,P6_T117,0.122672,0.235185,0.112513
P6,P6_T118,0.141478,0.251852,0.110374
P6,P6_T119,0.136166,0.246296,0.110130
P6,P6_T120,0.176650,0.279630,0.102980
P6,P6_T121,0.136166,0.137169,0.001003
P6,P6_T122,0.176650,0.279630,0.102980
P6,P6_T123,0.163156,0.268519,0.105363
P6,P6_T124,0.138606,0.251852,0.113246
P6,P6_T125,0.122672,0.101257,0.021415
P6,P6_T126,0.141478,0.251852,0.110374
P6,P6_T127,0.163156,0.268519,0.105363
P6,P6_T128,0.136166,0.246296,0.110130
P6,P6_T129,0.136166,0.246296,0.110130
P6,P6_T130,0.141478,0.251852,0.110374
P6,P6_T131,0.149661,0.257407,0.107746
P6,P6_T132,0.122672,0.235185,0.112513
P6,P6_T133,0.122672,0.235185,0.112513
P6,P6_T134,0.127983,0.131614,0.003631
P6,P6_T135,0.122672,0.235185,0.112513
P6,P6_T136,0.136166,0.246296,0.110130
P6,P6_T137,0.154972,0.262963,0.107991
P6,P6_T138,0.136166,0.246296,0.110130
P6,P6_T139,0.136166,0.246296,0.110130
P6,P6_T140,0.136166,0.246296,0.110130
P6,P6_T141,0.136166,0.246296,0.110130
P6,P6_T142,0.122672,0.235185,0.112513
P6,P6_T143,0.163156,0.268519,0.105363
P6,P6_T144,0.168467,0.274074,0.105607
P6,P6_T145,0.163156,0.268519,0.105363
P6,P6_T146,0.122672,0.235185,0.112513
P6,P6_T147,0.136166,0.246296,0.110130
P6,P6_T148,0.149661,0.257407,0.107746
P6,P6_T149,0.136166,0.246296,0.110130
P6,P6_T150,0.122672,0.235185,0.112513
P6,P6_T151,0.152101,0.262963,0.110862
P6,P6_T152,0.163156,0.169312,0.006156
P6,P6_T153,0.146789,0.257407,0.110618
P6,P6_T154,0.136166,0.137169,0.001003
P6,P6_T155,0.149661,0.257407,0.107746
P6,P6_T156,0.136166,0.246296,0.110130
P6,P6_T157,0.136166,0.246296,0.110130
P6,P6_T158,0.122672,0.235185,0.112513
P6,P6_T159,0.154972,0.262963,0.107991
