stratum,configurations,milp_certified,milp_feasible_uncertified,ga_matches_returned_milp,milp_returned_higher,ga_returned_higher,ga_runs,ga_feasible_runs,mean_absolute_AE_difference,max_absolute_AE_difference,mean_signed_relative_difference_pct,milp_time_mean_s,milp_time_median_s,ga_time_mean_per_run_s,ga_time_mean_30_runs_s,ga_mean_AE_across_instances,ga_within_instance_std_median,ga_within_instance_std_min,ga_within_instance_std_max
B1,12,0,12,9,2,1,360,360,0.002981954166666666666666666667,0.01836569,0.3324839981525685622492430618,7206.039166666666666666666667,7206.765,9.2056545,276.1696365,0.6793880491666666666666666667,0.032997295,0.01486084,0.04380097
